PeriodStartUTC0,TemperatureAir,RelativeHumidity,NetRadiation,PAR,CMP,CMPRefl,TemperatureSoil5cm,TemperatureSoil10cm,TemperatureSoil30cm,SoilMoisture
2020-04-09T22:30:00.000000Z,0.24,65.8,-60.55,-0.04,-5.01,-0.18,2.51,3.85,4.09,0.3860096306865297
2020-04-09T23:00:00.000000Z,0.83,66.1,-60.76,-0.03,-6.01,-0.52,2.37,3.71,4.01,0.3860096306865297
2020-04-09T23:30:00.000000Z,0.35,65.4,-57.31,0.03,-5.97,-0.75,2.23,3.58,3.93,0.3860096306865297
2020-04-10T00:00:00.000000Z,-0.42,68.9,-53.65,0.0,-5.35,-0.82,2.1,3.46,3.85,0.3860096306865297
2020-04-10T00:30:00.000000Z,-1.06,67.5,-53.72,-0.13,-5.27,-0.69,1.97,3.34,3.77,0.3860096306865297
2020-04-10T01:00:00.000000Z,-1.27,68.4,-53.94,-0.08,-5.1,-0.71,1.85,3.22,3.69,0.3860096306865297
2020-04-10T01:30:00.000000Z,-1.46,64.2,-53.07,0.03,-4.84,-0.53,1.74,3.11,3.61,0.3860096306865297
2020-04-10T02:00:00.000000Z,-0.55,66.8,-57.65,-0.07,-4.47,-0.03,1.64,3.0,3.54,0.3860096306865297
2020-04-10T02:30:00.000000Z,1.53,63.9,-68.88,0.13,-6.4,-0.43,1.57,2.9,3.46,0.3860096306865297
2020-04-10T03:00:00.000000Z,1.39,58.2,-68.53,5.6,-5.76,0.09,1.51,2.81,3.39,0.3860096306865297
2020-04-10T03:30:00.000000Z,0.89,55.4,-58.42,37.35,9.45,3.61,1.45,2.73,3.32,0.3860096306865297
